purchase_hour,purchase_dayofweek,purchase_month,approval_delay_hours,carrier_delay_hours,estimated_delivery_days,total_payment_value,payment_installments,customer_state,is_delayed
17,6,11,0.14666666666666667,53.30972222222222,22.257106481481483,135.51,5,RJ,1
9,4,9,0.1986111111111111,12.243333333333334,17.602581018518517,38.1,1,RS,0
23,1,6,0.38666666666666666,14.880833333333333,12.033368055555556,74.03,7,SP,0
10,1,1,0.4419444444444444,80.22111111111111,28.560659722222223,58.0,5,RJ,0
18,0,8,0.18222222222222223,17.29277777777778,23.23298611111111,66.02,6,RN,0
7,1,1,0.3738888888888889,30.872222222222224,21.67271990740741,53.2,1,RJ,0
14,5,3,62.826388888888886,43.5725,33.40224537037037,518.39,1,SP,0
23,2,3,28.000555555555554,119.13083333333333,21.041284722222223,78.15,1,SP,0
22,1,5,0.31916666666666665,39.054722222222225,14.074606481481482,84.57,3,SP,0
14,3,3,0.15472222222222223,267.97555555555556,42.38472222222222,155.0,3,PB,0
21,4,11,3.6058333333333334,93.09222222222222,20.086550925925927,142.16,10,RJ,0
22,2,4,0.22944444444444445,14.051111111111112,18.070717592592594,141.9,1,SP,0
10,6,7,0.12472222222222222,49.980555555555554,18.5640625,113.62,1,SP,0
12,1,11,0.5397222222222222,31.60361111111111,22.494074074074074,161.77,1,PR,0
15,3,10,0.4463888888888889,93.64472222222223,11.36888888888889,95.52,2,SP,0
15,6,7,21.22138888888889,45.56055555555555,21.361747685185186,68.59,1,RJ,0
14,5,12,0.17416666666666666,55.26583333333333,32.3971875,106.38,1,MG,0
9,0,3,0.23277777777777778,31.89,24.614976851851853,141.67,2,RJ,0
6,1,1,0.8255555555555556,11.129722222222222,27.723807870370372,89.88,2,SP,0
18,1,2,8.166944444444445,19.656666666666666,29.2321875,187.2,1,PR,0
13,2,7,0.17222222222222222,144.3961111111111,11.430625,118.35,1,SP,0
16,1,3,0.1947222222222222,21.144444444444446,19.330856481481483,309.72,1,SP,0
12,4,6,0.2841666666666667,67.76638888888888,26.48613425925926,38.47,3,MG,0
12,0,7,37.79833333333333,40.410555555555554,17.483969907407406,312.91,1,SP,0
16,2,5,36.736111111111114,74.24138888888889,18.32614583333333,51.79,1,SP,0
18,3,7,0.2411111111111111,116.24583333333334,13.22167824074074,232.14,8,SP,0
17,2,9,21.53361111111111,27.158333333333335,27.282939814814814,22.79,1,GO,0
17,2,2,22.914444444444445,30.53388888888889,22.28068287037037,67.5,1,MG,1
14,2,1,12.499722222222223,35.44638888888889,20.403703703703705,156.67,1,SP,0
16,2,4,25.14638888888889,19.335833333333333,32.323483796296294,53.83,5,PA,0
19,0,11,0.2361111111111111,27.32,29.191064814814816,299.72,10,RS,0
16,4,5,10.951944444444445,59.72611111111111,9.308807870370371,314.34,1,SP,0
8,4,5,0.3675,78.44333333333333,17.628923611111112,97.88,1,SP,0
9,6,11,48.05138888888889,9.728055555555555,22.602708333333332,75.18,1,PR,0
21,4,11,101.57972222222222,14.794444444444444,32.11479166666667,161.3,1,MT,0
18,0,7,16.094722222222224,27.62,17.23116898148148,117.45,4,MG,0
13,2,2,0.1725,150.95527777777778,22.454664351851854,170.43,5,SP,1
22,6,4,0.18694444444444444,39.051944444444445,35.052824074074074,141.06,1,RS,0
16,0,5,11.10361111111111,29.82638888888889,23.313159722222224,134.58,1,RS,0
19,5,7,0.14194444444444446,71.81527777777778,19.19667824074074,59.85,1,SP,0
19,6,6,0.3086111111111111,20.610277777777778,32.20703703703704,68.63,1,SP,0
12,0,7,0.2652777777777778,25.895833333333332,22.462268518518517,86.05,1,PR,0
0,0,3,0.31194444444444447,9.355833333333333,35.989953703703705,64.74,1,RO,0
23,2,10,0.1988888888888889,19.38388888888889,35.040034722222224,217.78,5,RS,0
17,3,12,0.21194444444444444,119.04444444444445,31.26133101851852,67.5,6,DF,0
16,4,2,0.3458333333333333,80.86666666666666,32.32244212962963,215.14,1,SC,0
11,4,6,15.822777777777778,57.87555555555556,32.52354166666667,126.67,1,SP,0
16,3,8,1.1227777777777779,19.02638888888889,11.317326388888889,285.59,1,SP,0
13,2,11,0.1325,49.278055555555554,28.425300925925924,145.5,8,BA,0
11,3,4,0.2036111111111111,23.628333333333334,10.500636574074074,43.29,4,SP,0
12,6,7,23.89472222222222,2.035277777777778,28.474166666666665,38.41,1,SP,0
22,2,5,0.37694444444444447,279.8041666666667,46.060324074074074,402.49,1,MG,0
14,5,12,0.1463888888888889,151.06444444444443,24.410729166666666,110.89,6,SP,0
14,3,3,0.12777777777777777,152.6836111111111,12.39744212962963,204.45,3,SP,0
15,0,6,0.3663888888888889,22.995277777777776,15.349791666666667,109.35,1,SP,0
7,0,9,0.25833333333333336,58.20305555555556,15.670393518518518,74.74,1,SP,0
19,6,4,0.22055555555555556,90.61944444444444,10.179097222222222,56.86,1,SP,0
8,5,1,0.1663888888888889,62.42722222222222,32.65320601851852,97.81,1,MG,0
8,2,4,0.1736111111111111,63.99,27.63900462962963,133.25,1,SP,0
12,1,9,15.04,172.48222222222222,23.47732638888889,180.95,1,PR,0
17,2,2,33.174166666666665,20.127777777777776,32.29134259259259,445.32,1,MT,0
19,5,4,0.2386111111111111,39.38916666666667,22.189733796296295,52.51,5,MG,0
9,2,9,4.448055555555555,31.572222222222223,11.611921296296297,124.16,5,SP,0
9,3,1,0.12666666666666668,14.087777777777777,14.603541666666667,65.47,1,SP,0
16,1,3,0.0,380.9427777777778,26.315474537037037,98.16,1,SP,0
12,2,12,13.686666666666667,42.50055555555556,29.478703703703705,40.78,1,MT,0
17,0,12,1.0922222222222222,21.64361111111111,30.274340277777778,273.27,2,PR,0
22,4,8,0.20305555555555554,63.07861111111111,19.067291666666666,106.73,1,MG,0
14,3,3,111.31833333333333,19.413888888888888,21.396018518518517,187.19,1,SP,0
20,3,5,0.1811111111111111,90.67055555555555,24.125416666666666,389.82,4,MG,0
0,4,6,0.21027777777777779,15.040555555555555,31.98415509259259,393.46,10,ES,0
9,2,7,41.56333333333333,18.209722222222222,32.61332175925926,122.22,1,RS,0
12,4,7,0.3080555555555556,144.4777777777778,20.46815972222222,698.85,7,SP,0
14,5,7,0.21694444444444444,72.195,25.40824074074074,99.33,4,RJ,0
16,3,3,0.2752777777777778,93.79,17.292233796296298,58.28,2,SP,0
19,6,6,0.25027777777777777,22.940277777777776,18.187395833333333,77.03,1,SP,0
21,2,2,0.34555555555555556,147.83694444444444,12.105752314814815,49.73,1,RS,0
21,0,4,1.0497222222222222,22.736666666666668,28.119953703703704,139.8,1,SC,0
19,1,5,12.685,54.8175,21.16954861111111,86.36,1,MG,1
15,4,7,0.3030555555555556,65.81611111111111,26.34315972222222,423.67,10,GO,0
18,1,8,32.21,13.213888888888889,19.21375,108.01,1,SP,0
22,3,3,0.0,18.100555555555555,18.070960648148148,305.7,5,RS,0
17,5,12,0.15805555555555556,71.66583333333334,53.27224537037037,216.26,3,AP,0
10,2,8,23.948055555555555,23.746666666666666,8.549780092592593,83.05,1,SP,0
13,0,4,39.9,16.935555555555556,23.41892361111111,121.68,1,SC,0
19,5,2,0.13444444444444445,99.56527777777778,15.18925925925926,57.68,1,SP,0
11,3,4,0.2325,0.48388888888888887,49.53542824074074,92.97,1,PE,0
15,2,12,35.471111111111114,92.26416666666667,20.356840277777778,35.24,1,SP,0
22,3,11,11.889444444444445,9.696666666666667,25.057060185185186,286.54,3,MG,0
13,0,6,54.290277777777774,20.605833333333333,22.441134259259258,78.09,1,PR,0
16,1,9,0.21638888888888888,29.91138888888889,21.311006944444443,301.19,7,RS,0
18,6,6,0.42333333333333334,20.350833333333334,37.232951388888885,41.69,4,SP,0
16,2,5,0.32083333333333336,23.269444444444446,15.307233796296297,20.75,1,SP,0
10,5,2,0.32222222222222224,79.64027777777778,37.547719907407405,165.4,3,MG,0
8,3,5,0.43694444444444447,147.40777777777777,17.64353009259259,102.56,1,SP,0
13,4,8,0.22,68.695,19.42909722222222,84.64,8,PR,0
20,2,4,0.32305555555555554,50.09527777777778,22.157280092592593,446.51,4,SP,0
14,2,9,0.2086111111111111,72.98138888888889,29.386261574074073,217.78,10,RS,0
17,0,2,24.075277777777778,30.039722222222224,28.272291666666668,138.09,1,RJ,0
14,3,11,23.88888888888889,70.39361111111111,19.394375,50.68,5,SP,0
13,2,1,24.225,99.61666666666666,25.44324074074074,170.1,6,SP,0
16,3,1,9.788055555555555,86.76083333333334,26.29771990740741,89.88,1,MS,0
10,6,6,0.2758333333333333,22.830555555555556,21.57917824074074,103.55,3,SP,0
16,3,3,0.29583333333333334,127.54583333333333,20.32091435185185,160.14,3,ES,0
21,0,7,0.24,70.155,21.08615740740741,46.0,2,RJ,0
14,2,5,21.072222222222223,23.12527777777778,18.39434027777778,63.46,6,MG,0
21,2,8,0.23194444444444445,43.74444444444445,6.117071759259259,145.0,3,SP,1
11,1,4,39.422777777777775,150.04972222222221,21.523854166666666,136.4,1,MG,0
13,5,4,0.2152777777777778,53.12777777777778,18.424791666666668,34.24,3,MG,0
21,0,12,0.20222222222222222,41.278888888888886,23.09486111111111,146.44,2,SP,0
10,4,5,0.37722222222222224,75.36888888888889,18.56303240740741,257.94,8,SC,0
19,6,12,1.1594444444444445,19.781944444444445,37.18025462962963,80.1,2,MG,0
4,3,12,23.857777777777777,32.35888888888889,28.791724537037037,74.16,3,SP,0
10,1,2,0.16027777777777777,58.403055555555554,22.579212962962963,338.0,2,SP,0
20,6,3,0.18444444444444444,71.91583333333334,36.12537037037037,183.65,2,RJ,0
13,3,1,38.18472222222222,108.67138888888888,38.434317129629626,18.62,1,PR,0
16,4,11,82.86055555555555,259.6672222222222,24.293912037037035,753.94,1,PR,0
17,6,12,0.2336111111111111,50.013333333333335,25.267916666666668,64.09,2,MG,0
15,3,3,0.36138888888888887,103.91166666666666,12.369282407407407,59.47,1,SP,0
17,2,11,1.5558333333333334,67.13416666666667,26.261412037037037,91.18,5,PR,0
13,1,4,36.678333333333335,20.90361111111111,29.425532407407406,83.33,1,SC,0
16,3,4,0.19583333333333333,89.38944444444445,19.32053240740741,28.46,2,SP,0
23,3,1,27.531111111111112,65.86194444444445,26.03216435185185,53.3,1,SP,0
14,1,5,0.2925,1.8369444444444445,7.3901157407407405,76.29,1,SP,0
19,5,6,41.525,73.57666666666667,25.20423611111111,403.32,1,SP,0
20,6,7,0.2752777777777778,14.636944444444444,22.13375,95.21,4,RS,0
23,1,1,0.29083333333333333,16.514444444444443,26.000659722222224,103.5,3,SP,0
22,1,1,5.003611111111111,13.8625,20.059537037037035,211.89,1,SP,0
15,3,2,16.069166666666668,85.9375,13.37212962962963,111.4,3,PR,0
23,4,3,0.25472222222222224,116.61888888888889,27.033564814814813,143.32,3,SP,0
18,6,2,0.23222222222222222,91.6536111111111,31.216018518518517,45.95,1,SP,0
7,3,2,0.3825,16.234166666666667,31.675300925925924,223.26,5,RJ,1
14,2,6,0.2275,46.742777777777775,35.40153935185185,124.7,1,SP,0
13,4,11,0.3813888888888889,100.71527777777777,24.449456018518518,41.69,1,BA,0
17,1,1,0.35333333333333333,48.255833333333335,21.26616898148148,216.93,8,SP,0
12,2,3,0.355,31.477777777777778,13.494016203703703,241.74,6,RJ,0
9,2,1,1.4572222222222222,12.276388888888889,28.622118055555557,136.37,2,RJ,0
18,2,2,32.91444444444444,129.70638888888888,36.249583333333334,30.96,1,SP,0
21,5,6,0.205,39.47972222222222,23.08478009259259,48.83,1,SP,0
10,2,8,0.2544444444444444,50.579166666666666,8.548622685185185,75.1,1,RS,0
5,3,10,0.9591666666666666,34.9125,24.775150462962962,76.67,7,SP,0
14,1,4,0.21444444444444444,166.08916666666667,30.376203703703705,198.12,2,RJ,0
18,3,2,0.5925,26.16,13.210590277777778,132.05,1,SP,0
20,3,7,0.18416666666666667,109.94722222222222,14.149918981481482,112.46,1,PR,0
14,4,11,2.0522222222222224,145.99694444444444,19.405636574074073,84.43,5,SP,1
17,3,8,0.3080555555555556,97.295,26.25925925925926,210.64,4,BA,0
9,1,5,18.075,12.536111111111111,14.617824074074074,124.76,1,SP,0
19,0,1,0.23444444444444446,28.97388888888889,14.19275462962963,69.73,1,SP,1
0,5,6,0.3536111111111111,59.9975,26.998657407407407,31.22,3,MG,0
18,5,7,57.49027777777778,7.376388888888889,4.235416666666667,22.18,1,SP,0
21,1,11,0.1663888888888889,144.33777777777777,19.11983796296296,76.85,1,SP,0
14,6,2,0.19277777777777777,244.40694444444443,39.40701388888889,32.69,3,GO,0
15,5,3,60.46333333333333,380.73277777777776,29.36028935185185,100.57,1,SP,0
11,6,6,0.3047222222222222,26.90888888888889,24.50542824074074,88.31,2,SP,0
21,0,5,0.37416666666666665,87.62361111111112,16.09087962962963,55.56,1,DF,0
14,4,3,23.873055555555556,76.46694444444445,26.376331018518517,363.96,5,PE,0
15,1,2,0.365,51.868611111111115,34.33768518518519,84.91,1,SP,0
11,2,1,3.4605555555555556,339.61277777777775,26.513564814814814,207.02,3,MS,0
11,5,6,0.20833333333333334,50.8275,24.5396875,419.12,8,RS,0
22,5,11,0.22666666666666666,47.026666666666664,15.071655092592593,42.27,1,SP,0
11,3,6,0.36916666666666664,0.4313888888888889,32.535439814814815,94.74,4,RJ,0
14,2,8,0.5433333333333333,25.245277777777776,25.37591435185185,79.63,1,BA,0
17,4,11,3.312777777777778,66.2725,32.26549768518519,194.06,8,BA,0
14,5,2,0.23527777777777778,48.73,25.377141203703705,39.75,1,SP,0
10,3,4,0.18055555555555555,27.53,27.566412037037036,50.86,5,MG,0
16,1,4,0.2125,24.386944444444445,23.317743055555557,108.2,2,ES,0
10,0,11,0.14805555555555555,445.05361111111114,38.57805555555556,102.74,1,RS,0
10,0,7,40.562777777777775,10.39611111111111,21.568425925925926,72.05,1,TO,0
20,1,4,6.755833333333333,15.710833333333333,9.1359375,24.38,1,SP,0
19,4,1,0.17055555555555554,75.6975,18.18949074074074,56.78,1,SP,0
17,0,7,0.1913888888888889,31.46527777777778,17.278472222222224,131.33,1,SP,0
23,2,3,1.0552777777777778,19.38222222222222,20.009502314814814,238.41,6,PR,0
11,1,6,7.653611111111111,19.726666666666667,40.516539351851854,148.69,1,RJ,0
23,3,2,28.139444444444443,68.29166666666667,32.02267361111111,116.34,1,PE,0
0,3,6,0.21222222222222223,15.296111111111111,19.992488425925927,204.06,2,SP,0
21,4,1,12.034166666666666,227.125,33.11976851851852,96.8,1,RJ,0
12,3,3,0.81,99.96694444444445,18.499872685185185,130.69,1,SP,0
20,3,3,24.136111111111113,99.18027777777777,21.15017361111111,322.17,6,SP,0
22,1,3,0.2538888888888889,26.56388888888889,12.07292824074074,275.19,8,SP,0
13,4,8,15.54,56.62833333333333,19.43548611111111,78.22,1,MG,0
17,5,1,0.24666666666666667,62.416111111111114,39.28609953703704,40.86,4,SP,0
11,1,9,0.2683333333333333,56.15277777777778,26.535671296296297,206.87,1,MG,0
15,2,9,0.2916666666666667,28.04222222222222,20.369618055555556,998.49,1,GO,0
20,3,8,0.2336111111111111,129.54611111111112,26.141516203703702,257.42,4,PA,0
9,3,12,0.8586111111111111,9.825277777777778,25.597175925925924,61.75,5,SP,0
2,2,5,0.7119444444444445,10.246944444444445,48.88787037037037,77.03,7,CE,0
10,1,6,0.3277777777777778,3.868333333333333,12.551990740740742,96.88,5,SP,0
4,4,12,95.08444444444444,13.880833333333333,25.80178240740741,162.25,1,RJ,1
15,4,3,1.8530555555555555,73.69361111111111,24.368425925925926,57.46,1,SP,0
11,0,9,0.24888888888888888,80.86638888888889,22.506574074074074,73.34,2,SP,0
9,1,6,0.4727777777777778,5.164444444444444,29.588356481481483,39.75,2,SP,0
1,1,7,0.2175,12.456944444444444,35.946157407407405,159.07,1,RJ,0
15,1,5,24.10611111111111,192.86777777777777,30.354884259259258,159.04,1,BA,0
18,2,11,1.058888888888889,27.031111111111112,22.23090277777778,34.0,1,DF,0
18,6,1,0.1711111111111111,49.27333333333333,15.215810185185186,49.239999999999995,1,SP,0
15,2,8,1.8930555555555555,22.857777777777777,20.34696759259259,63.86,1,SP,0
22,6,9,30.30638888888889,37.60583333333334,17.060949074074074,177.36,1,MG,0
16,1,8,0.38166666666666665,22.156111111111112,5.301574074074074,143.94,1,SP,0
17,6,5,0.2538888888888889,237.92944444444444,36.25069444444444,174.42,2,SP,0
2,5,5,73.04027777777777,322.13166666666666,19.883333333333333,180.45,1,MG,1
11,4,7,0.1661111111111111,8.390277777777778,19.52412037037037,165.57,3,SP,0
10,1,12,16.262777777777778,66.85583333333334,30.55912037037037,101.34,1,MG,0
15,2,3,0.3055555555555556,31.495277777777776,12.349050925925926,69.32,5,SP,0
17,0,8,0.1925,19.308888888888887,3.264641203703704,139.56,5,SP,0
13,4,2,0.45861111111111114,8.622777777777777,24.42480324074074,54.36,1,PR,0
14,3,8,23.903333333333332,65.92944444444444,13.388171296296296,436.7,5,SP,0
19,1,1,0.1963888888888889,22.038888888888888,33.19403935185185,192.95,3,RJ,0
15,2,4,16.57777777777778,149.31222222222223,29.346805555555555,1255.43,10,SC,0
11,4,1,0.18833333333333332,10.296944444444444,39.53876157407407,72.64,7,PR,0
11,0,5,17.501944444444444,11.782777777777778,20.538252314814816,51.79,1,SP,0
12,6,11,0.3894444444444444,123.63055555555556,23.46462962962963,90.88,1,MG,0
10,1,6,0.3277777777777778,220.54222222222222,29.5425,307.64,4,PR,0
20,4,12,0.1913888888888889,75.53611111111111,32.13928240740741,85.24,1,RJ,0
18,4,5,0.15527777777777776,62.87166666666667,32.22510416666667,41.69,4,BA,0
21,2,8,0.3327777777777778,18.25027777777778,25.094525462962963,96.02,9,ES,0
22,3,8,0.21222222222222223,91.99694444444444,10.046909722222223,26.29,1,SP,0
18,6,4,23.473055555555554,24.5075,10.231238425925927,1119.6,10,SP,0
13,2,4,39.605555555555554,144.51777777777778,35.42644675925926,83.1,1,RJ,0
17,3,8,1.0330555555555556,25.87388888888889,26.289224537037036,44.0,1,ES,0
10,3,8,0.17444444444444446,146.94555555555556,35.55569444444444,44.41,4,ES,0
20,6,7,23.933333333333334,13.960833333333333,24.128923611111112,2031.09,1,PR,0
20,3,2,0.58,25.851944444444445,24.129699074074075,222.68,1,MG,1
19,4,8,0.23583333333333334,13.780277777777778,18.207615740740742,87.58,8,MG,0
20,5,8,37.19277777777778,51.72833333333333,16.12587962962963,264.22,3,BA,0
14,6,2,0.24027777777777778,77.52333333333333,30.40712962962963,368.11,8,SP,0
17,2,7,0.20694444444444443,22.7275,11.27574074074074,96.47,1,SP,0
16,1,7,1.2441666666666666,43.06722222222222,13.322002314814815,221.28,2,SP,0
17,2,10,0.24194444444444443,124.46416666666667,27.26957175925926,172.42,5,BA,0
17,2,5,0.4083333333333333,20.863611111111112,19.28355324074074,283.54,5,GO,0
